mz_rt,estimate,estimate1,estimate2,.y.,group1,group2,n1,n2,statistic,p,df,conf.low,conf.high,method,alternative,p.signif
427.3083_5.68,-138000.26086956522,0,138000.26086956522,rel_abund,Control,Tomato,12,23,-13.69784248861579,3.01e-12,22,-158893.69898720869,-117106.82275192176,T-test,two.sided,****
427.3086_5.36,-292610,0,292610,rel_abund,Control,Tomato,12,23,-10.083018790903399,1.04e-9,22,-352793.9598818229,-232426.04011817704,T-test,two.sided,****
429.3236_4.96,-261826.60869565216,0,261826.60869565216,rel_abund,Control,Tomato,12,23,-5.672012045541738,1.05e-5,22,-357558.97806911974,-166094.23932218459,T-test,two.sided,****
429.3238_4.76,-62819.69565217391,0,62819.69565217391,rel_abund,Control,Tomato,12,23,-10.644224461178176,3.83e-10,22,-75059.20407499337,-50580.18722935446,T-test,two.sided,****
429.324_5.61,-422391.47826086957,0,422391.47826086957,rel_abund,Control,Tomato,12,23,-17.062821422154368,3.58e-14,22,-473730.3681902927,-371052.58833144646,T-test,two.sided,****
429.3241_4.68,-275530.4311594203,1683.9166666666667,277214.347826087,rel_abund,Control,Tomato,12,23,-2.8935317029834486,0.00843,22.00211975265376,-473009.50081188907,-78051.36150695154,T-test,two.sided,**
429.3241_5.84,-780722.9710144927,3469.3333333333335,784192.304347826,rel_abund,Control,Tomato,12,23,-5.04548023204433,4.72e-5,22.002539215928845,-1101625.9247340695,-459820.0172949159,T-test,two.sided,****
431.3026_4.95,-17398.91304347826,0,17398.91304347826,rel_abund,Control,Tomato,12,23,-3.8996810350538116,7.7e-4,21.999999999999996,-26651.756249711336,-8146.069837245184,T-test,two.sided,***
431.3392_5.51,-101654.17391304347,0,101654.17391304347,rel_abund,Control,Tomato,12,23,-17.394153854074077,2.41e-14,22,-113774.21466276437,-89534.13316332255,T-test,two.sided,****
431.3396_5.33,-94261.26086956522,0,94261.26086956522,rel_abund,Control,Tomato,12,23,-13.35107765665486,4.99e-12,22,-108903.21676940427,-79619.30496972617,T-test,two.sided,****
431.3741_5.76,-5802.083333333334,11795.916666666666,17598,rel_abund,Control,Tomato,12,23,-2.2603334615351103,0.0356,19.206172189365628,-11170.796852566957,-433.3698140997112,T-test,two.sided,*
438.2295_9.89,35576.496376811585,107842.58333333333,72266.08695652174,rel_abund,Control,Tomato,12,23,2.6336978834108913,0.0183,15.720020988525857,6898.9022520385715,64254.0905015846,T-test,two.sided,*
440.2246_9.69,40907.057971014496,128362.66666666667,87455.60869565218,rel_abund,Control,Tomato,12,23,2.132809191694403,0.0468,18.20924248220424,644.7567645835521,81169.35917744544,T-test,two.sided,*
441.287_4.83,-19956.217391304348,0,19956.217391304348,rel_abund,Control,Tomato,12,23,-8.588734684257293,1.78e-8,22,-24774.93205726366,-15137.502725345039,T-test,two.sided,****
441.2874_4.82,-18489.478260869564,0,18489.478260869564,rel_abund,Control,Tomato,12,23,-11.590981577533434,7.72e-11,22,-21797.639070920144,-15181.317450818984,T-test,two.sided,****
443.1477_3.85,-13727.17753623188,51038.083333333336,64765.260869565216,rel_abund,Control,Tomato,12,23,-2.6209584206769874,0.014,27.91307954198684,-24457.14317904613,-2997.21189341763,T-test,two.sided,*
443.2148_4.68,56642.98550724638,141957.33333333334,85314.34782608696,rel_abund,Control,Tomato,12,23,4.868397194219503,2.28e-4,14.432967332077785,31758.799315819753,81527.17169867302,T-test,two.sided,***
443.3024_5.3,-27827.260869565216,0,27827.260869565216,rel_abund,Control,Tomato,12,23,-7.3558524472719675,2.31e-7,22.000000000000004,-35672.742720187925,-19981.779018942507,T-test,two.sided,****
443.3029_4.51,-56061.260869565216,0,56061.260869565216,rel_abund,Control,Tomato,12,23,-8.157377431786607,4.27e-8,22,-70313.87331055525,-41808.64842857517,T-test,two.sided,****
443.303_5.03,-20753.478260869564,0,20753.478260869564,rel_abund,Control,Tomato,12,23,-9.39909354209388,3.68e-9,22,-25332.65171390457,-16174.304807834555,T-test,two.sided,****
443.3758_6.02,-11486.416666666668,23737.583333333332,35224,rel_abund,Control,Tomato,12,23,-2.2384219897258504,0.0326,30.491185776217765,-21959.221282100134,-1013.612051233201,T-test,two.sided,*
444.1755_2.27,679450.8369565217,1720146.75,1040695.9130434783,rel_abund,Control,Tomato,12,23,2.299323750559891,0.0396,12.403280167804269,37925.11990140764,1320976.5540116357,T-test,two.sided,*
444.2508_9.5,79598.79347826086,224548.75,144949.95652173914,rel_abund,Control,Tomato,12,23,2.330992719996817,0.0295,21.588664316366568,8701.812798547728,150495.77415797397,T-test,two.sided,*
444.251_9.4,13033.55072463768,32700.333333333332,19666.782608695652,rel_abund,Control,Tomato,12,23,2.4239582950539207,0.0239,22.29905913203236,1891.0622273685292,24176.03922190683,T-test,two.sided,*
444.36_10.65,6550.119565217392,20538.25,13988.130434782608,rel_abund,Control,Tomato,12,23,3.0177172823647913,0.00718,18.675603506881497,2001.7500334763918,11098.48909695839,T-test,two.sided,**
445.3132_5.27,-141509.21739130435,0,141509.21739130435,rel_abund,Control,Tomato,12,23,-9.7132079797358,2.04e-9,22,-171722.93827736579,-111295.49650524292,T-test,two.sided,****
445.3168_4.1,-118604.78260869565,10952,129556.78260869565,rel_abund,Control,Tomato,12,23,-4.062507150105558,5.16e-4,22.05518011279888,-179142.66717550665,-58066.89804188465,T-test,two.sided,***
445.3186_4.16,-270474.97826086957,6512.5,276987.47826086957,rel_abund,Control,Tomato,12,23,-5.51927160763205,1.51e-5,22.008561158768163,-372103.9905931677,-168845.96592857144,T-test,two.sided,****
445.3188_5.36,-120319.86956521739,0,120319.86956521739,rel_abund,Control,Tomato,12,23,-13.291279545095515,5.45e-12,22,-139093.6931221153,-101546.04600831946,T-test,two.sided,****
445.391_6.02,-14173.452898550724,25827.416666666668,40000.86956521739,rel_abund,Control,Tomato,12,23,-2.6193451772775607,0.0133,32.21200765621764,-25192.591856145544,-3154.3139409559044,T-test,two.sided,*
446.2334_6.78,28629.137681159416,67662.83333333333,39033.69565217391,rel_abund,Control,Tomato,12,23,2.922891689426614,0.0102,15.54696687833136,7815.807259707639,49442.468102611194,T-test,two.sided,*
447.3321_4.68,-64563.11956521739,6044.75,70607.86956521739,rel_abund,Control,Tomato,12,23,-16.526395144353767,9.75e-15,24.347045636215068,-72620.00595295081,-56506.23317748399,T-test,two.sided,****
447.334_5.73,-37453.82608695652,0,37453.82608695652,rel_abund,Control,Tomato,12,23,-8.654414032721256,1.56e-8,22,-46428.95495391654,-28478.697219996506,T-test,two.sided,****
447.3344_5.29,-137131.89130434784,22.5,137154.39130434784,rel_abund,Control,Tomato,12,23,-7.6553876435520385,1.22e-7,22.000069418543507,-174281.4253762676,-99982.35723242804,T-test,two.sided,****
447.3346_4.81,-334455.1304347826,0,334455.1304347826,rel_abund,Control,Tomato,12,23,-10.03729804975467,1.13e-9,22,-403559.1347188815,-265351.12615068373,T-test,two.sided,****
447.3346_5.41,-263442.52536231885,51.083333333333336,263493.60869565216,rel_abund,Control,Tomato,12,23,-5.711377274627547,9.59e-6,22.00002494750451,-359101.82015202503,-167783.23057261264,T-test,two.sided,****
447.3346_5.6,-568637.9927536232,1638.8333333333333,570276.8260869565,rel_abund,Control,Tomato,12,23,-12.592402804532917,1.56e-11,22.008634236076283,-662286.2196684128,-474989.76583883347,T-test,two.sided,****
447.3349_4.96,-88357.99637681158,6880.916666666667,95238.91304347826,rel_abund,Control,Tomato,12,23,-7.073850702673234,4.19e-7,22.07075436805098,-114257.499108953,-62458.493644670176,T-test,two.sided,****
447.3349_5.63,-493185.58695652173,1614.5,494800.08695652173,rel_abund,Control,Tomato,12,23,-16.230582958262335,9.81e-14,22.01736830979445,-556199.8071602482,-430171.3667527953,T-test,two.sided,****
447.335_4.76,-50584.217391304344,0,50584.217391304344,rel_abund,Control,Tomato,12,23,-11.822002890723946,5.29e-11,22,-59457.946071504695,-41710.48871110399,T-test,two.sided,****
448.1714_4.68,107080.22101449274,244983.91666666666,137903.69565217392,rel_abund,Control,Tomato,12,23,5.052931659040749,1.9e-4,13.6565360355936,61521.06363653456,152639.37839245092,T-test,two.sided,***
457.3559_5.36,-48535,0,48535,rel_abund,Control,Tomato,12,23,-9.046424093517205,7.24e-9,22,-59661.54329602489,-37408.456703975105,T-test,two.sided,****
457.4132_9.48,-428113.1847826089,1798645.25,2226758.434782609,rel_abund,Control,Tomato,12,23,-2.126148680851404,0.0411,32.81363065538485,-837863.8299318849,-18362.539633333054,T-test,two.sided,*
459.195_0.58,79776.4927536232,125903.66666666667,46127.17391304348,rel_abund,Control,Tomato,12,23,2.5327741849969247,0.0264,11.884721994714173,11075.05781629821,148477.92769094819,T-test,two.sided,*
461.3135_3.76,-154446.21739130435,0,154446.21739130435,rel_abund,Control,Tomato,12,23,-17.516090232825523,2.09e-14,22,-172732.36723581838,-136160.0675467903,T-test,two.sided,****
461.3139_3.33,-320195.5652173913,0,320195.5652173913,rel_abund,Control,Tomato,12,23,-6.498961195794273,1.54e-6,22,-422372.65770355414,-218018.47273122842,T-test,two.sided,****
462.0804_1.29,109501.15579710138,624355.4166666666,514854.26086956525,rel_abund,Control,Tomato,12,23,2.4591431920081557,0.0246,17.50709005849024,15761.77974904349,203240.53184515928,T-test,two.sided,*
462.1867_5.62,62212.48188405797,147877.91666666666,85665.43478260869,rel_abund,Control,Tomato,12,23,4.137903134282487,9.94e-4,14.080377717747302,29983.337252288715,94441.62651582723,T-test,two.sided,***
463.0568_1.13,-18204.753623188415,85371.33333333333,103576.08695652174,rel_abund,Control,Tomato,12,23,-2.977142310828692,0.00792,18.442903197871523,-31029.48062525241,-5380.026621124423,T-test,two.sided,**
463.3291_4.99,-39242.032608695656,1173.75,40415.782608695656,rel_abund,Control,Tomato,12,23,-5.436215233809276,1.8e-5,22.15246385523673,-54206.5857283977,-24277.479488993602,T-test,two.sided,****
463.3296_3.76,-121928.78260869565,0,121928.78260869565,rel_abund,Control,Tomato,12,23,-17.975004520492234,1.22e-14,22,-135996.36285137222,-107861.20236601908,T-test,two.sided,****
463.3296_4.81,-57157.931159420295,5979.416666666667,63137.34782608696,rel_abund,Control,Tomato,12,23,-13.265083555797549,5.19e-13,25.73024685160118,-66019.52542430957,-48296.336894531014,T-test,two.sided,****
463.3298_4.17,-209278.91304347827,0,209278.91304347827,rel_abund,Control,Tomato,12,23,-15.074988704805895,4.44e-13,22,-238069.50850858356,-180488.31757837295,T-test,two.sided,****
463.33_4.29,-208827.95652173914,0,208827.95652173914,rel_abund,Control,Tomato,12,23,-12.666380078748318,1.4e-11,22,-243019.46760567502,-174636.44543780325,T-test,two.sided,****
464.1374_4.68,42130.06884057971,101297.41666666667,59167.34782608696,rel_abund,Control,Tomato,12,23,6.253788607441642,8.36e-6,17.16394955955119,27927.15150358217,56332.98617757726,T-test,two.sided,****
465.2302_6.42,9006.782608695652,23575,14568.217391304348,rel_abund,Control,Tomato,12,23,2.8839950981970555,0.0106,16.357224663580524,2398.001309751248,15615.563907640058,T-test,two.sided,*
467.3011_7.89,45226.47101449274,164080.16666666666,118853.69565217392,rel_abund,Control,Tomato,12,23,2.2158986478633143,0.0456,12.721789453227021,1035.1453704456055,89417.79665853985,T-test,two.sided,*
469.1879_6.16,24166.934782608696,76334.5,52167.565217391304,rel_abund,Control,Tomato,12,23,2.7413949873419163,0.0108,26.7678521237798,6071.554682368532,42262.314882848856,T-test,two.sided,*
471.0781_1.18,24172.467391304344,64386.25,40213.782608695656,rel_abund,Control,Tomato,12,23,2.4329557686899443,0.0265,16.68420571027794,3180.272891631596,45164.661890977084,T-test,two.sided,*
473.3504_4.75,-80481.04347826086,0,80481.04347826086,rel_abund,Control,Tomato,12,23,-5.88662622684792,6.35e-6,22,-108834.71536337922,-52127.37159314252,T-test,two.sided,****
477.2855_8.24,482910.63405797095,2236495.4166666665,1753584.7826086956,rel_abund,Control,Tomato,12,23,2.2902683894873577,0.0366,15.26122889469932,34156.57386098206,931664.6942549597,T-test,two.sided,*
477.3085_3.69,-17388.434782608696,0,17388.434782608696,rel_abund,Control,Tomato,12,23,-4.074159877866749,5.03e-4,22,-26239.684529719674,-8537.185035497714,T-test,two.sided,***
479.3241_3.56,-102902.04347826086,0,102902.04347826086,rel_abund,Control,Tomato,12,23,-4.928572202392213,6.26e-5,22,-146201.75946867937,-59602.32748784235,T-test,two.sided,****
479.3243_3.33,-113602.86956521739,0,113602.86956521739,rel_abund,Control,Tomato,12,23,-14.054052499591792,1.81e-12,22,-130366.57040060003,-96839.16872983477,T-test,two.sided,****
480.9631_0.6,-33623.043478260865,80724,114347.04347826086,rel_abund,Control,Tomato,12,23,-2.214012903262112,0.0348,29.27081261967313,-64670.387391419885,-2575.699565101834,T-test,two.sided,*
483.153_2.65,11109.090579710146,21323.916666666668,10214.826086956522,rel_abund,Control,Tomato,12,23,2.9082753950038827,0.00892,19.273164324446427,3121.7765315774705,19096.40462784282,T-test,two.sided,**
484.3524_10.65,27527.98550724637,74970.33333333333,47442.34782608696,rel_abund,Control,Tomato,12,23,5.33065320923371,3.96e-5,18.788973900400052,16711.193742939206,38344.777271553525,T-test,two.sided,****
484.3529_10.53,37632.0036231884,155658.91666666666,118026.91304347826,rel_abund,Control,Tomato,12,23,2.806342492685448,0.0135,14.64611875029567,8989.795157267477,66274.21208910932,T-test,two.sided,*
489.3451_5.62,-26184.478260869564,0,26184.478260869564,rel_abund,Control,Tomato,12,23,-4.058503450049078,5.23e-4,22,-39564.603454967684,-12804.353066771439,T-test,two.sided,***
490.1818_5.58,145973.48188405798,339409.9166666667,193436.4347826087,rel_abund,Control,Tomato,12,23,2.50123045882719,0.0266,12.935725695356208,19829.211309412505,272117.7524587035,T-test,two.sided,*
491.3606_4.75,-19909.91304347826,0,19909.91304347826,rel_abund,Control,Tomato,12,23,-6.5059721687006675,1.52e-6,22,-26256.486833606683,-13563.339253349834,T-test,two.sided,****
491.3607_5.11,-39598.565217391304,0,39598.565217391304,rel_abund,Control,Tomato,12,23,-8.171089085238702,4.15e-8,22,-49648.92656767267,-29548.203867109936,T-test,two.sided,****
491.3608_4.88,-47696.739130434784,0,47696.739130434784,rel_abund,Control,Tomato,12,23,-5.735361004386936,9.07e-6,22,-64943.60164419668,-30449.876616672896,T-test,two.sided,****
491.3608_5.11,-43026.286231884056,38.583333333333336,43064.86956521739,rel_abund,Control,Tomato,12,23,-6.689511731035737,1e-6,22.000747458883584,-56365.20901857421,-29687.363445193907,T-test,two.sided,****
495.3014_5.6,-205475.95652173914,0,205475.95652173914,rel_abund,Control,Tomato,12,23,-11.87558041239402,4.86e-11,22,-241358.92287237907,-169592.9901710992,T-test,two.sided,****
495.3194_3.31,-13636.95652173913,0,13636.95652173913,rel_abund,Control,Tomato,12,23,-3.712671496067249,0.00121,22,-21254.46776359576,-6019.4452798825,T-test,two.sided,**
497.2813_5.78,582736.4710144927,2688410.1666666665,2105673.695652174,rel_abund,Control,Tomato,12,23,2.1242949640224515,0.048,17.734899118165476,5793.527244138502,1159679.4147848468,T-test,two.sided,*
499.2418_5.81,252986.4746376812,545785.0833333334,292798.60869565216,rel_abund,Control,Tomato,12,23,2.7705683140453954,0.0159,13.030227368697302,55765.13451007291,450207.8147652895,T-test,two.sided,*
499.271_8.24,78696.34057971014,412983.1666666667,334286.82608695654,rel_abund,Control,Tomato,12,23,2.3782376427974903,0.0305,15.65113962673722,8420.975318799434,148971.70584062088,T-test,two.sided,*
501.3074_6.32,-51198.086956521736,0,51198.086956521736,rel_abund,Control,Tomato,12,23,-3.8388504838524957,8.93e-4,22,-78856.97445786122,-23539.199455182254,T-test,two.sided,***
502.2267_6.1,7986.369565217392,36367.5,28381.130434782608,rel_abund,Control,Tomato,12,23,2.0764811631699165,0.0478,26.13986615695443,82.64087305849955,15890.098257376283,T-test,two.sided,*
503.324_5.78,-1105942.5905797102,4289.583333333333,1110232.1739130435,rel_abund,Control,Tomato,12,23,-4.066255150781787,5.13e-4,22.003371546690293,-1669990.8590637743,-541894.3220956457,T-test,two.sided,***
503.3245_6.4,-2229954.692028986,542205.9166666666,2772160.6086956523,rel_abund,Control,Tomato,12,23,-3.7598268952413,9.51e-4,24.260251687402015,-3453359.1444483795,-1006550.2396095919,T-test,two.sided,***
504.1971_5.81,325244.02898550726,693141.3333333334,367897.3043478261,rel_abund,Control,Tomato,12,23,2.6616954503846544,0.0197,12.873896861163717,60996.18444811231,589491.8735229023,T-test,two.sided,*
506.1472_5.58,76768.21014492752,189942.16666666666,113173.95652173914,rel_abund,Control,Tomato,12,23,2.6950374000535806,0.0169,14.646251103156848,15925.843386706329,137610.57690314873,T-test,two.sided,*
510.3131_9.86,-14915.246376811592,8109.666666666667,23024.91304347826,rel_abund,Control,Tomato,12,23,-3.5458470347720406,0.00129,30.360748437282556,-23501.580286965665,-6328.912466657517,T-test,two.sided,**
511.3263_6.55,-13979.130434782608,97,14076.130434782608,rel_abund,Control,Tomato,12,23,-7.162235014207735,3.42e-7,22.108808704468945,-18025.72648431899,-9932.534385246221,T-test,two.sided,****
511.3269_6.75,-23847.130434782608,0,23847.130434782608,rel_abund,Control,Tomato,12,23,-6.02145776876848,4.64e-6,22,-32060.410915134613,-15633.849954430607,T-test,two.sided,****
515.2336_8.24,12133.322463768112,85104.58333333333,72971.26086956522,rel_abund,Control,Tomato,12,23,2.1681996596634745,0.041,22.516736377848055,543.2773945053245,23723.3675330309,T-test,two.sided,*
520.1632_5.82,106425.59782608695,248143.25,141717.65217391305,rel_abund,Control,Tomato,12,23,2.749232819157555,0.0163,13.268977049035453,22967.533978511125,189883.66167366275,T-test,two.sided,*
522.1179_5.58,16929.952898550728,41741.083333333336,24811.130434782608,rel_abund,Control,Tomato,12,23,2.5025711450230275,0.0244,14.988073146473518,2509.646947367024,31350.25884973443,T-test,two.sided,*
524.1191_5.58,8300.927536231886,18912.666666666668,10611.739130434782,rel_abund,Control,Tomato,12,23,2.5352916730382695,0.023,14.865898040826018,1316.7530310362492,15285.102041427523,T-test,two.sided,*
525.2592_5.78,76144.03260869565,289850.25,213706.21739130435,rel_abund,Control,Tomato,12,23,2.2693236220028226,0.0385,14.961189178911647,4610.012964629835,147678.0522527615,T-test,two.sided,*
526.254_6.16,67310.72826086957,197828.25,130517.52173913043,rel_abund,Control,Tomato,12,23,2.8679306142738397,0.00825,25.119458411075144,18984.726813380286,115636.72970835885,T-test,two.sided,**
528.288_6.31,140384.26086956525,444877,304492.73913043475,rel_abund,Control,Tomato,12,23,2.450968919535958,0.0226,22.135349607929136,21641.03457429396,259127.48716483655,T-test,two.sided,*
532.3179_5.78,29146.09782608696,137737.75,108591.65217391304,rel_abund,Control,Tomato,12,23,2.1756343480966662,0.046,15.000929583788212,592.0801320372813,57700.11552013664,T-test,two.sided,*
534.7671_5.78,7859.039855072468,33428.083333333336,25569.043478260868,rel_abund,Control,Tomato,12,23,2.5148418153132566,0.0202,20.745823027099114,1355.263214902827,14362.816495242108,T-test,two.sided,*
536.1333_5.82,20385.14492753623,51475.666666666664,31090.521739130436,rel_abund,Control,Tomato,12,23,2.480628302244006,0.0265,13.97036710009109,2756.3492287156255,38013.94062635683,T-test,two.sided,*
536.2628_5.77,13397.873188405792,63999.916666666664,50602.04347826087,rel_abund,Control,Tomato,12,23,2.146963179683988,0.044,20.42171763580528,397.8729968127438,26397.873379998848,T-test,two.sided,*
536.3263_10,-54022.92028985506,89246.16666666667,143269.08695652173,rel_abund,Control,Tomato,12,23,-2.499729282417181,0.0176,32.95972604962963,-97993.90575871467,-10051.934820995455,T-test,two.sided,*
538.1345_5.82,11236.358695652174,27615.75,16379.391304347826,rel_abund,Control,Tomato,12,23,2.4517721877885177,0.0277,14.242171805771877,1422.5575999426933,21050.159791361653,T-test,two.sided,*
541.0544_1.3,103728.35869565216,370086.75,266358.39130434784,rel_abund,Control,Tomato,12,23,2.2874714132725638,0.0348,17.51856381008592,8271.309649664876,199185.4077416394,T-test,two.sided,*
541.3166_7.97,74111.35507246375,311635.8333333333,237524.47826086957,rel_abund,Control,Tomato,12,23,2.4659903806606716,0.0254,15.909664592161024,10371.614809576691,137851.0953353508,T-test,two.sided,*
541.3172_7.84,882586.5362318838,3149150.6666666665,2266564.1304347827,rel_abund,Control,Tomato,12,23,2.4239799943791978,0.0283,15.161162251046424,107230.09767297017,1657942.9747907973,T-test,two.sided,*
543.2596_7.91,67060.42391304349,202622.25,135561.8260869565,rel_abund,Control,Tomato,12,23,2.8690432964165415,0.0108,16.649767171531515,17666.892100858233,116453.95572522873,T-test,two.sided,*
545.3487_8.76,-3249437.9420289854,1541232.6666666667,4790670.608695652,rel_abund,Control,Tomato,12,23,-3.4125573870295387,0.00243,22.61199408268411,-5221086.169139134,-1277789.7149188365,T-test,two.sided,**
545.4781_4.19,-10625.981884057972,19512.583333333332,30138.565217391304,rel_abund,Control,Tomato,12,23,-2.090351918720247,0.0496,19.98284946296571,-21230.239103546992,-21.724664568952942,T-test,two.sided,*
547.3283_7.77,-41519.409420289856,30080.416666666668,71599.82608695653,rel_abund,Control,Tomato,12,23,-3.400944573762197,0.00206,27.657566171502555,-66540.7285687642,-16498.090271815512,T-test,two.sided,**
551.2833_8.42,57336.090579710144,240569.91666666666,183233.8260869565,rel_abund,Control,Tomato,12,23,2.2291088338218046,0.0393,17.310688973289984,3142.5049297433343,111529.67622967696,T-test,two.sided,*
553.2152_6.59,-12808.880434782608,28189.25,40998.13043478261,rel_abund,Control,Tomato,12,23,-2.6147141388742794,0.0134,32.87331441116769,-22776.96012562463,-2840.8007439405887,T-test,two.sided,*
565.3132_8.76,151957.76811594202,681550.3333333334,529592.5652173914,rel_abund,Control,Tomato,12,23,2.199159820499769,0.0403,19.159411516956684,7415.1802742358,296500.35595764825,T-test,two.sided,*
573.3658_5.35,-66354.13043478261,0,66354.13043478261,rel_abund,Control,Tomato,12,23,-11.479333548662515,9.27e-11,22,-78341.76399116793,-54366.496878397294,T-test,two.sided,****
576.2736_7.17,-8991.655797101448,50779.083333333336,59770.739130434784,rel_abund,Control,Tomato,12,23,-2.1295773613118154,0.0443,22.62493427825401,-17734.110867764106,-249.2007264387915,T-test,two.sided,*
579.2649_7.84,50738.003623188386,182500.91666666666,131762.91304347827,rel_abund,Control,Tomato,12,23,2.5689890051287096,0.0199,16.969710816997967,9063.092984396804,92412.91426197997,T-test,two.sided,*
579.334_8.38,-29476.275362318847,97002.33333333333,126478.60869565218,rel_abund,Control,Tomato,12,23,-2.991312087216129,0.00572,28.117221253287664,-49657.41083306298,-9295.139891574714,T-test,two.sided,**
583.2232_8.41,109454.29710144928,462425.1666666667,352970.8695652174,rel_abund,Control,Tomato,12,23,2.1206363491327718,0.0469,19.625603237167187,1657.7807210371193,217250.81348186146,T-test,two.sided,*
589.375_9.16,-164113.83695652173,161375.25,325489.08695652173,rel_abund,Control,Tomato,12,23,-4.672531272584414,4.83e-5,32.98871657440349,-235573.27315964916,-92654.40075339432,T-test,two.sided,****
592.001_0.61,-4825.134057971014,3728.0833333333335,8553.217391304348,rel_abund,Control,Tomato,12,23,-2.0543043381637816,0.0479,32.99999505363884,-9603.78779817544,-46.48031776658982,T-test,two.sided,*
594.3412_6.88,-183698.47463768115,262710.9166666667,446409.39130434784,rel_abund,Control,Tomato,12,23,-2.545458505251541,0.0159,32.38275828317335,-330630.02685743134,-36766.92241793091,T-test,two.sided,*
607.3716_5.05,-71135.52173913043,0,71135.52173913043,rel_abund,Control,Tomato,12,23,-6.761165147802387,8.55e-7,22,-92955.14002696874,-49315.90345129212,T-test,two.sided,****
625.2688_7.84,17390.771739130436,46878.25,29487.478260869564,rel_abund,Control,Tomato,12,23,3.188231888811169,0.00563,16.255883924700417,5842.150921904051,28939.39255635682,T-test,two.sided,**
625.2899_8.6,9536.166666666672,69289.16666666667,59753,rel_abund,Control,Tomato,12,23,2.151497362078089,0.0479,15.203958491054161,99.88491640384431,18972.4484169295,T-test,two.sided,*
629.3034_8.6,32568.043478260865,121790,89221.95652173914,rel_abund,Control,Tomato,12,23,2.3304572261336487,0.0262,32.3543766398589,4114.2071000395645,61021.87985648216,T-test,two.sided,*
630.4101_10.01,-22250.478260869564,0,22250.478260869564,rel_abund,Control,Tomato,12,23,-17.796276363168673,1.51e-14,22,-24843.417742788533,-19657.538778950595,T-test,two.sided,****
631.2876_7.84,8572.833333333332,25326.833333333332,16754,rel_abund,Control,Tomato,12,23,2.4807660028046916,0.0249,15.644899937077817,1233.496575177536,15912.17009148913,T-test,two.sided,*
632.3545_8.17,25124.300724637673,72588.08333333333,47463.782608695656,rel_abund,Control,Tomato,12,23,4.372504069837077,5.35e-4,15.138171438352126,12886.773076986115,37361.82837228924,T-test,two.sided,***
638.3141_10.58,-217863.6195652173,1031557.25,1249420.8695652173,rel_abund,Control,Tomato,12,23,-2.245068529555275,0.0361,20.29794006786078,-420097.2183954796,-15630.020734954993,T-test,two.sided,*
652.1146_0.91,-183933.4710144929,1387319.8333333333,1571253.3043478262,rel_abund,Control,Tomato,12,23,-2.7074143658409975,0.0136,19.798281116092888,-325740.0831784378,-42126.8588505481,T-test,two.sided,*
653.3229_5,-134882.21739130435,0,134882.21739130435,rel_abund,Control,Tomato,12,23,-11.595767760289096,7.65e-11,22,-159005.55305735327,-110758.88172525543,T-test,two.sided,****
653.3233_5.05,-87491.56521739131,0,87491.56521739131,rel_abund,Control,Tomato,12,23,-10.163549322718476,8.98e-10,22,-105344.22623292172,-69638.90420186092,T-test,two.sided,****
660.4093_8.86,6228.739130434784,29411,23182.260869565216,rel_abund,Control,Tomato,12,23,2.4129503351289636,0.024,23.571111338750402,895.9002210327985,11561.57803983677,T-test,two.sided,*
668.0841_0.91,-101042.08333333337,644058.9166666666,745101,rel_abund,Control,Tomato,12,23,-2.345817701468729,0.0279,23.134935561299216,-190117.22166916018,-11966.944997506529,T-test,two.sided,*
679.3052_8.86,10455.177536231888,124376.91666666667,113921.73913043478,rel_abund,Control,Tomato,12,23,2.1695193185240584,0.0434,18.294504267473325,342.24871299529406,20568.106359468482,T-test,two.sided,*
706.1511_1.29,113440.92391304349,335336.75,221895.8260869565,rel_abund,Control,Tomato,12,23,2.261257074719681,0.0409,13.483542653429069,5455.059049620173,221426.78877646683,T-test,two.sided,*
746.5026_9.89,82026.44202898552,187575.83333333334,105549.39130434782,rel_abund,Control,Tomato,12,23,2.5088775622641935,0.0228,16.682683682331355,12947.041850366157,151105.8422076049,T-test,two.sided,*
783.2996_0.76,51905.10507246376,98721.58333333333,46816.47826086957,rel_abund,Control,Tomato,12,23,2.1255668636369407,0.0463,19.779187036656378,930.6120704251035,102879.59807450244,T-test,two.sided,*
783.3_0.58,31389.528985507248,62749.833333333336,31360.304347826088,rel_abund,Control,Tomato,12,23,2.2304173960090607,0.038,18.922161873589012,1925.386518749761,60853.671452264745,T-test,two.sided,*
972.1666_0.91,-3458.61231884058,23900.083333333332,27358.695652173912,rel_abund,Control,Tomato,12,23,-2.1752871218464613,0.0384,27.359312951681556,-6718.930421545749,-198.29421613541288,T-test,two.sided,*
973.3047_0.76,271237.25724637683,446922.0833333333,175684.8260869565,rel_abund,Control,Tomato,12,23,2.473714800881785,0.0263,14.497222711782179,36820.68834311912,505653.82614963455,T-test,two.sided,*
974.1613_0.91,-69875.58695652173,563870.5,633746.0869565217,rel_abund,Control,Tomato,12,23,-2.2327745731512993,0.0354,23.357743331396215,-134560.2452596136,-5190.92865342985,T-test,two.sided,*
981.1768_0.91,-12306.82608695652,21615,33921.82608695652,rel_abund,Control,Tomato,12,23,-2.9928823801928863,0.00575,27.71380077945582,-20733.860973388997,-3879.791200524044,T-test,two.sided,**
996.6171_8.26,14498.239130434784,50092.5,35594.260869565216,rel_abund,Control,Tomato,12,23,2.4000289832935846,0.0308,14.023892202521344,1543.9535232805656,27452.524737589,T-test,two.sided,*
